StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Repeat,Incognito,Promptly,18orOlder,Understood,WantToContinue,Age,Gender,Country,EdLevel,Major,Browser_Browser,Browser_Version,Browser_Operating System,Browser_Resolution,EdOther,workerId,hitID,assignmentId,sessionID,FL_70_DO
1/22/2021 11:50,1/22/2021 11:52,IP Address,174.44.69.192,100,126,TRUE,1/22/2021 11:52,R_2rkHp5EePtYFgUh,,,,,40.63679504,-74.00050354,anonymous,EN,A2RWLFIP23FZA7,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,4-year College Degree,Chemistry,Chrome,87.0.4280.141,Macintosh,1280x800,,A2RWLFIP23FZA7,3OWZNK3RYLPV38RZVS58BN4DRPCU2V,38YMOXR4MUZYZXXZ3W1E782HHQY6WA,hardmap,FL_82
1/22/2021 12:42,1/22/2021 12:46,IP Address,76.188.15.89,100,211,TRUE,1/22/2021 12:46,R_1IAiNhFveiU3Lvb,,,,,40.73539734,-82.52200317,anonymous,EN,A1XRWOK00HK1J4,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,High School / GED,Design,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1366x768,,A1XRWOK00HK1J4,3OWZNK3RYLPV38RZVS58BN4DRPCU2V,338JKRMM26ZHP9EDYAWQMAUGYLAHAA,easymap,FL_78
1/22/2021 12:56,1/22/2021 13:00,IP Address,63.75.241.224,100,215,TRUE,1/22/2021 13:00,R_3iKXxfJOUXl8zvT,,,,,40.43060303,-74.40200043,anonymous,EN,A4J2F81KPXNRS,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,4-year College Degree,Computer science,Chrome,87.0.4280.141,Windows NT 6.3,1366x768,,A4J2F81KPXNRS,3OWZNK3RYLPV38RZVS58BN4DRPCU2V,3RANCT1ZVFHRD5PP4N3L003CABXUBJ,easymap,FL_78
1/22/2021 13:18,1/22/2021 13:20,IP Address,173.88.65.163,100,151,TRUE,1/22/2021 13:20,R_12Ex2tjjQABgiCt,,,,,39.71839905,-82.6072998,anonymous,EN,A1IS0218RVG60K,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,4-year College Degree,Business,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1920x1080,,A1IS0218RVG60K,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,35K3O9HUABD01Q4JJPACF88U3L0FEA,hardmap,FL_82
1/22/2021 13:18,1/22/2021 13:21,IP Address,72.196.234.56,100,200,TRUE,1/22/2021 13:21,R_6y8Xiqs0lf8Myat,,,,,38.75909424,-77.0923996,anonymous,EN,A28FDHF2PY98K1,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,"Professional Degree (JD, MD)",Law,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A28FDHF2PY98K1,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,3QBD8R3Z21JCF1KJTMHPTG5HIXXO4Z,mediumfov,FL_79
1/22/2021 13:20,1/22/2021 13:23,IP Address,73.43.229.30,100,210,TRUE,1/22/2021 13:23,R_3CQakymZJrWVxKS,,,,,33.91349792,-84.68589783,anonymous,EN,A2LAMCJLVCRQ4T,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Female,United States of America,High School / GED,Art & Design,Firefox,84,Windows NT 10.0,1920x1080,,A2LAMCJLVCRQ4T,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,3VA45EW49NNVN2N064YNVIYE6DNO1M,easyfov,FL_77
1/22/2021 13:20,1/22/2021 13:25,IP Address,70.57.240.207,100,287,TRUE,1/22/2021 13:25,R_bOVDXEFoaiJcdPP,,,,,35.14100647,-106.7109985,anonymous,EN,A19TD2J8506A4Y,TRUE,TRUE,TRUE,Yes,Yes,Yes,44,Male,United States of America,Some College,Engineering,Chrome,87.0.4280.141,Windows NT 10.0,1440x900,,A19TD2J8506A4Y,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,3EKVH9QMEY4B8QE7ZZKLP7WKU5UD2V,mediummap,FL_80
1/22/2021 13:23,1/22/2021 13:25,IP Address,173.248.158.200,100,94,TRUE,1/22/2021 13:25,R_saRtUrnFPcSAOI1,,,,,37.75100708,-97.8219986,anonymous,EN,AWDHQ8R31A02L,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,4-year College Degree,Finances ,Chrome,87.0.4280.141,Windows NT 6.3,1364x768,,AWDHQ8R31A02L,3TTPFEFXCTKEGN4GIVACILWZDMGH62,31JLPPHS2UURX51FT8C6JBDB4X1O3E,hardfov,FL_81
1/22/2021 13:22,1/22/2021 13:26,IP Address,72.4.28.199,100,261,TRUE,1/22/2021 13:26,R_2zFU4ZNb2f7thlk,,,,,35.60960388,-88.81430054,anonymous,EN,A2C85B8E3K4TIW,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Female,United States of America,Masters Degree,Biology,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2C85B8E3K4TIW,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,3UJ1CZ6IZHP99CGCE8H8IDLWFIVS55,mediummap,FL_80
1/22/2021 13:19,1/22/2021 13:27,IP Address,76.104.104.130,100,463,TRUE,1/22/2021 13:27,R_1NrlG3CKnLyDbAU,,,,,37.27180481,-77.40280151,anonymous,EN,A17WT0K0HFTW9U,TRUE,TRUE,TRUE,Yes,Yes,Yes,72,Female,United States of America,2-year College Degree,Accounting,Firefox,84,Windows NT 10.0,1536x864,,A17WT0K0HFTW9U,3TTPFEFXCTKEGN4GIVACILWZDMGH62,33PPO7FECVFFJBS9O25DCN31J1RIDB,easymap,FL_78
1/22/2021 13:27,1/22/2021 13:31,IP Address,69.248.74.162,100,220,TRUE,1/22/2021 13:31,R_3P6Ijxdq3VAtLKJ,,,,,39.73539734,-74.9838028,anonymous,EN,A1GRPIBHW72HDU,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,2-year College Degree,Liberal arts,Firefox,84,Windows NT 10.0,1536x864,,A1GRPIBHW72HDU,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,32RIADZISS4RDTCC03YYDLFIFM0S40,easyfov,FL_77
1/22/2021 13:31,1/22/2021 13:34,IP Address,68.49.80.16,100,149,TRUE,1/22/2021 13:34,R_3lM0sqCWwpKhoE0,,,,,42.54449463,-83.27890015,anonymous,EN,ARB8SJAWXUWTD,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,4-year College Degree,Physics,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,ARB8SJAWXUWTD,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,3OF2M9AATGO9S7NTGNFMGV1HZNQKZN,hardfov,FL_81
1/22/2021 13:33,1/22/2021 13:35,IP Address,68.32.155.50,100,153,TRUE,1/22/2021 13:35,R_1M5uzOeGocq3YUH,,,,,42.67579651,-82.91210175,anonymous,EN,A3KVKK1XLBTSN3,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Male,United States of America,4-year College Degree,Management,Chrome,87.0.4280.141,Windows NT 10.0,3440x1440,,A3KVKK1XLBTSN3,3TTPFEFXCTKEGN4GIVACILWZDMGH62,3RXCAC0YIRPP6PQNH6UU5JCKTX28G3,mediumfov,FL_79
1/22/2021 13:40,1/22/2021 13:45,IP Address,173.21.196.105,100,308,TRUE,1/22/2021 13:45,R_3Gdi22TgkGzXcET,,,,,39.4848938,-88.18049622,anonymous,EN,A2N9U74YIPDQ9F,TRUE,TRUE,TRUE,Yes,Yes,Yes,53,Female,United States of America,4-year College Degree,Business Administration,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A2N9U74YIPDQ9F,3URJ6VVYUPNATHMP3KCN5W9MTHO4OS,3DR23U6WE5EAKVMKE9F1WCNVUU8TEW,hardmap,FL_82
1/22/2021 13:45,1/22/2021 13:49,IP Address,76.118.255.44,100,198,TRUE,1/22/2021 13:49,R_UrIX73hH3arhD2N,,,,,42.24630737,-70.99720001,anonymous,EN,A2YM7JPXVLEDM3,TRUE,TRUE,TRUE,Yes,Yes,Yes,24,Female,United States of America,Masters Degree,Forensic Psychology,Chrome,87.0.4280.141,Macintosh,1280x800,,A2YM7JPXVLEDM3,3TTPFEFXCTKEGN4GIVACILWZDMGH62,3HUTX6F6VUN2CN5WP8Y1018JYJ1O23,mediumfov,FL_79
1/22/2021 15:05,1/22/2021 15:08,IP Address,24.96.113.254,100,166,TRUE,1/22/2021 15:08,R_2f2w55vlGBxgjZc,,,,,27.94700623,-82.79429626,anonymous,EN,A3HE29W5IDR394,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,4-year College Degree,Technology Development,Chrome,86.0.4240.198,Fedora,1920x1080,,A3HE29W5IDR394,3LB1BGHFL2W64G5HO8MTFVJGNQ7TYR,338JKRMM26ZHP9EDYAWQMAUGYMMHAO,mediummap,FL_80
1/22/2021 15:04,1/22/2021 15:11,IP Address,72.168.160.122,100,398,TRUE,1/22/2021 15:11,R_2EsgJprfCo8RaRL,,,,,37.75100708,-97.8219986,anonymous,EN,AXPBPXPFGL1VH,TRUE,TRUE,TRUE,Yes,Yes,Yes,54,Female,United States of America,2-year College Degree,Agriculture/Forestry,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,AXPBPXPFGL1VH,3LB1BGHFL2W64G5HO8MTFVJGNQ7TYR,3JCG6DTRV3QMPIKX6WG6LO1MTR4QQ0,easymap,FL_78
1/22/2021 15:11,1/22/2021 15:17,IP Address,96.228.27.60,100,350,TRUE,1/22/2021 15:17,R_7PcuONLX044FjBT,,,,,37.51150513,-77.56620026,anonymous,EN,A2EPBSY0VPI38S,TRUE,TRUE,TRUE,Yes,Yes,Yes,51,Female,United States of America,4-year College Degree,education,Firefox,84,Windows NT 10.0,1366x768,,A2EPBSY0VPI38S,3LB1BGHFL2W64G5HO8MTFVJGNQ7TYR,32UTUBMZ7GWRQKEP9DDQWM5VOJIBV3,easyfov,FL_77
1/22/2021 15:19,1/22/2021 15:21,IP Address,172.221.230.165,100,108,TRUE,1/22/2021 15:21,R_3kInhOTHNv3j3Vn,,,,,38.57589722,-90.51670074,anonymous,EN,AHPOOKYE7V04D,TRUE,TRUE,TRUE,Yes,Yes,Yes,44,Male,United States of America,Masters Degree,Business,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,AHPOOKYE7V04D,3LB1BGHFL2W64G5HO8MTFVJGNQ7TYR,35K3O9HUABD01Q4JJPACF88U3M7EFI,hardmap,FL_82
1/22/2021 15:39,1/22/2021 15:44,IP Address,199.38.233.191,100,293,TRUE,1/22/2021 15:44,R_1P80UP3r0hjRMmi,,,,,37.73530579,-122.3731995,anonymous,EN,AKNYT1NTK2UFK,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Female,United States of America,4-year College Degree,Business,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,AKNYT1NTK2UFK,3LB1BGHFL2W64G5HO8MTFVJGNQ7TYR,3A1COHJ8NJV36LLY1CCCQJOL8YMH8K,hardfov,FL_81
1/22/2021 15:48,1/22/2021 15:50,IP Address,162.202.10.84,100,79,TRUE,1/22/2021 15:50,R_2D1EUPI38oTIp8h,,,,,41.90319824,-87.63829803,anonymous,EN,AD7A7J28H5JDT,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,4-year College Degree,Journalism,Chrome,84.0.4147.125,Windows NT 10.0,1366x768,,AD7A7J28H5JDT,3LB1BGHFL2W64G5HO8MTFVJGNQ7TYR,31JLPPHS2UURX51FT8C6JBDB4Y8O3N,easyfov,FL_77
1/22/2021 16:07,1/22/2021 16:12,IP Address,99.157.225.218,100,323,TRUE,1/22/2021 16:12,R_2xQbbyDv6HG20B0,,,,,41.12309265,-81.56659698,anonymous,EN,A2OPC5SR07A46Q,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,4-year College Degree,criminal justice,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2OPC5SR07A46Q,3LB1BGHFL2W64G5HO8MTFVJGNQ7TYR,3137ONMDKG56FQ0EU9GUXT86417EGH,mediumfov,FL_79
1/25/2021 11:41,1/25/2021 11:42,IP Address,73.58.238.227,100,61,TRUE,1/25/2021 11:42,R_1P2bbkmyhWWJYt9,,,,,35.93060303,-86.87879944,anonymous,EN,A3388HIWAKD3DV,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Prefer not to answer,United States of America,4-year College Degree,N/A,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A3388HIWAKD3DV,31ANT7FQN82IXJ42DC07QFIZHUKH57,3AMYWKA6YBMQUOOXCAA4QEPVFVNO6J,easymap,FL_78
1/25/2021 11:43,1/25/2021 11:45,IP Address,67.240.54.169,100,116,TRUE,1/25/2021 11:45,R_2AM9Yzft0BoVWIE,,,,,42.72729492,-73.66960144,anonymous,EN,AS4NIEQJWCG3M,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Female,United States of America,4-year College Degree,Human Services,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,AS4NIEQJWCG3M,31ODACBENUFWGE1G8Y09S4KSM1OQSE,37TRT2X24QRIZPEVSOZ7TYU1U2OBJ8,mediummap,FL_80
1/25/2021 11:36,1/25/2021 11:47,IP Address,75.4.216.39,100,657,TRUE,1/25/2021 11:47,R_1I93eRehUKxGjvz,,,,,34.00340271,-84.46050262,anonymous,EN,AUFOO8PU2BK37,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Female,United States of America,4-year College Degree,Sociology,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,AUFOO8PU2BK37,31ANT7FQN82IXJ42DC07QFIZHUKH57,37FMASSAYCRM4EUPA6E7HXF1HNZBIW,hardfov,FL_81
1/25/2021 11:50,1/25/2021 11:52,IP Address,108.77.167.205,100,127,TRUE,1/25/2021 11:52,R_WfwLBVLikB46uY1,,,,,34.03889465,-84.38259888,anonymous,EN,A1PZIN8H1VI6SY,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Male,United States of America,4-year College Degree,mechanical engineer,Chrome,87.0.4280.141,Windows NT 10.0,1344x840,,A1PZIN8H1VI6SY,32W3UF2EZOL9KSPMDF3WAWF546KC4O,3MD9PLUKKIEA0D8WD0728NILUPFNZU,hardmap,FL_82
1/25/2021 11:50,1/25/2021 11:52,IP Address,67.168.137.155,100,123,TRUE,1/25/2021 11:52,R_3paOFrzPEUNQKUE,,,,,47.14349365,-122.1678009,anonymous,EN,AJ4T7PTRYNSUW,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,High School / GED,Online Work,Edge,88.0.705.50,Windows NT 10.0,1680x1050,,AJ4T7PTRYNSUW,31ANT7FQN82IXJ42DC07QFIZHUKH57,33F859I566DM8JJ54OWMHLEMHAKBH3,mediummap,FL_80
1/25/2021 11:51,1/25/2021 11:56,IP Address,23.126.177.129,100,290,TRUE,1/25/2021 11:56,R_3HRhmBYPwIq9Fvk,,,,,37.44459534,-122.1835022,anonymous,EN,AVBRJBJONL47I,TRUE,TRUE,TRUE,Yes,Yes,Yes,46,Female,United States of America,Masters Degree,education,Chrome,87.0.4280.141,Macintosh,1440x900,,AVBRJBJONL47I,31ODACBENUFWGE1G8Y09S4KSM1OQSE,3VA45EW49NNVN2N064YNVIYE7K7O1L,easyfov,FL_77
1/25/2021 11:58,1/25/2021 11:58,IP Address,173.21.98.172,100,41,TRUE,1/25/2021 11:58,R_6PSbSEGnYO79J5v,,,,,37.46029663,-86.32489777,anonymous,EN,A1NZFJHVJ9CNTO,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Male,United States of America,High School / GED,math,Edge,84.0.522.52,Windows NT 10.0,1920x1080,,A1NZFJHVJ9CNTO,31ANT7FQN82IXJ42DC07QFIZHUKH57,38JBBYETQOAQ3A7UZ8ETO4B3F2BE4K,mediumfov,FL_79
1/25/2021 11:39,1/25/2021 11:58,IP Address,71.114.41.235,100,1168,TRUE,1/25/2021 11:58,R_32Sh7ogPxpH39Gq,,,,,39.13609314,-77.28240204,anonymous,EN,A3UCK7CAPXM8JB,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,4-year College Degree,Management,Chrome,86.0.4240.198,Windows NT 6.3,1366x768,,A3UCK7CAPXM8JB,31ODACBENUFWGE1G8Y09S4KSM1OQSE,3VP0C6EFSGW2UL3LZUVRYA0QKV86MM,hardfov,FL_81
1/25/2021 11:59,1/25/2021 12:01,IP Address,184.61.239.25,100,105,TRUE,1/25/2021 12:01,R_25F8EA6SokX75Mw,,,,,42.82350159,-84.23300171,anonymous,EN,A3UDUHUVFKD833,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Female,United States of America,Some College,none,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A3UDUHUVFKD833,31ODACBENUFWGE1G8Y09S4KSM1OQSE,3IO1LGZLK9XN9W1H5TL8TSZV0QJ68Y,hardmap,FL_82
1/25/2021 11:57,1/25/2021 12:03,IP Address,45.52.243.32,100,343,TRUE,1/25/2021 12:03,R_DPo5wtxjbOzXd3H,,,,,42.79849243,-96.16629791,anonymous,EN,A16Z9FSSF1X74O,TRUE,TRUE,TRUE,Yes,Yes,Yes,52,Female,United States of America,2-year College Degree,Law,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,A16Z9FSSF1X74O,32W3UF2EZOL9KSPMDF3WAWF546KC4O,3WOKGM4L71GVGD2IALUNHDF42S1O0I,easymap,FL_78
1/25/2021 12:04,1/25/2021 12:06,IP Address,73.251.148.185,100,140,TRUE,1/25/2021 12:06,R_2urDZTHQhy1aKOD,,,,,37.54530334,-77.91870117,anonymous,EN,A1VM06KJPJEYUD,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Male,United States of America,4-year College Degree,Biology,Chrome,87.0.4280.141,Windows NT 10.0,2560x1440,,A1VM06KJPJEYUD,31ANT7FQN82IXJ42DC07QFIZHUKH57,3YMTUJH0DSGSSTPRP33ONQB4ICZT4Q,mediumfov,FL_79
1/25/2021 12:11,1/25/2021 12:12,IP Address,76.180.18.5,100,76,TRUE,1/25/2021 12:12,R_UKMzes8xBjVfdEl,,,,,42.48950195,-79.33110046,anonymous,EN,A240OTT1T85UGT,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Male,United States of America,4-year College Degree,mis,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A240OTT1T85UGT,31ODACBENUFWGE1G8Y09S4KSM1OQSE,37U1UTWH9VMGVFZ1XHO64NQRWDX8RY,mediummap,FL_80
1/25/2021 12:16,1/25/2021 12:19,IP Address,76.22.5.236,100,186,TRUE,1/25/2021 12:19,R_1kMIx9Sj26QieHF,,,,,48.79899597,-122.4499054,anonymous,EN,A3MGDMVIQ1ZZ5S,TRUE,TRUE,TRUE,Yes,Yes,Yes,22,Male,United States of America,4-year College Degree,History,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A3MGDMVIQ1ZZ5S,31ODACBENUFWGE1G8Y09S4KSM1OQSE,3EICBYG644W19U616OV24I0JCNOJCN,hardmap,FL_82
1/25/2021 12:27,1/25/2021 12:34,IP Address,67.86.130.28,100,391,TRUE,1/25/2021 12:34,R_2YcfDB8WrLNXCZk,,,,,40.67399597,-73.9701004,anonymous,EN,A1N1ULK71RHVMM,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Female,United States of America,4-year College Degree,Communications,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A1N1ULK71RHVMM,31ODACBENUFWGE1G8Y09S4KSM1OQSE,3NQL1CS15R8N3S70J5RA4X3WAYDVYS,easymap,FL_78
1/25/2021 12:27,1/25/2021 12:34,IP Address,104.244.209.100,100,448,TRUE,1/25/2021 12:34,R_2sYyKqyvFrfuxSC,,,,,43.07609558,-83.84729767,anonymous,EN,A38IPIPA3T3G4,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,4-year College Degree,engineering,Chrome,88.0.4324.96,Windows NT 10.0,1366x768,,A38IPIPA3T3G4,31ANT7FQN82IXJ42DC07QFIZHUKH57,3KB8R4ZV1E788NOUKIE4WL2L2A7BG4,hardfov,FL_81
1/25/2021 12:44,1/25/2021 12:46,IP Address,67.140.159.161,100,122,TRUE,1/25/2021 12:46,R_3G1haIz6TZkWtZz,,,,,37.11610413,-85.26560211,anonymous,EN,A3CF8ULBSE8MTL,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Female,United States of America,2-year College Degree,social work,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A3CF8ULBSE8MTL,31ANT7FQN82IXJ42DC07QFIZHUKH57,379J5II41OGM1IEF50DAALDE1O6LEK,easyfov,FL_77
1/25/2021 12:48,1/25/2021 12:50,IP Address,66.211.206.42,100,97,TRUE,1/25/2021 12:50,R_2ci2H63lqWhSon4,,,,,42.07530212,-80.06710052,anonymous,EN,A36GU3OHGLDS8R,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,4-year College Degree,Communication,Chrome,85.0.4183.121,Windows NT 10.0,1680x1050,,A36GU3OHGLDS8R,31ANT7FQN82IXJ42DC07QFIZHUKH57,379J5II41OGM1IEF50DAALDE1O6LEK,mediummap,FL_80
1/25/2021 12:50,1/25/2021 12:54,IP Address,72.221.62.244,100,204,TRUE,1/25/2021 12:54,R_6yFxaYpbo9joWMp,,,,,36.35189819,-94.21970367,anonymous,EN,A3H32595TVJ34Q,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Female,United States of America,Some College,Graphics Design,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A3H32595TVJ34Q,32W3UF2EZOL9KSPMDF3WAWF546KC4O,3M81GAB8A0JZLCI8NEJGQZ6N8XJQBH,hardfov,FL_81
1/25/2021 12:56,1/25/2021 12:59,IP Address,69.181.223.187,100,167,TRUE,1/25/2021 12:59,R_22LZlW2Wk2AbGLy,,,,,37.77999878,-122.4649963,anonymous,EN,A1TGV7LT6LTIQU,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Male,United States of America,4-year College Degree,Finance,Chrome,87.0.4280.141,Windows NT 10.0,1920x1200,,A1TGV7LT6LTIQU,32W3UF2EZOL9KSPMDF3WAWF546KC4O,3TU5ZICBRD1GJEK1K2Z6ZXGM0RV8QX,hardmap,FL_82
1/25/2021 13:03,1/25/2021 13:06,IP Address,68.50.112.157,100,173,TRUE,1/25/2021 13:06,R_3n3uJBJIyyJc0Mx,,,,,39.59919739,-86.12999725,anonymous,EN,A11P1OS26E6AMO,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,4-year College Degree,Psychology,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A11P1OS26E6AMO,31ODACBENUFWGE1G8Y09S4KSM1OQSE,3TESA3PJ31A4JOODMA28N6XCAVQMMF,easymap,FL_78
1/25/2021 14:06,1/25/2021 14:08,IP Address,173.91.109.51,100,159,TRUE,1/25/2021 14:08,R_1NtCmjutd6rjcYk,,,,,41.46000671,-82.17479706,anonymous,EN,A28AXX4NCWPH1F,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Male,United States of America,2-year College Degree,Psychology,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A28AXX4NCWPH1F,3OPLMF3EU5NO94TY8XBRCOBSPWXLNC,38F5OAUN5NCZ67GFR7K6CJSQYK47HO,easyfov,FL_77
1/25/2021 14:11,1/25/2021 14:14,IP Address,75.173.84.1,100,194,TRUE,1/25/2021 14:14,R_Q9CUOaBU6JvKdk5,,,,,30.69500732,-92.2696991,anonymous,EN,A2INXY39KBM92F,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,High School / GED,N/A,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A2INXY39KBM92F,3OND0WXMHWFIT2XVODTAU9OCUNNEH9,3R9WASFE2ZGYCLVFFCOP0I9CSY3ZF9,mediumfov,FL_79
1/25/2021 14:11,1/25/2021 14:14,IP Address,47.35.194.33,100,179,TRUE,1/25/2021 14:14,R_2s4jg5KDempCwYb,,,,,35.04600525,-81.98100281,anonymous,EN,AKK6H2YXK4RF6,TRUE,TRUE,TRUE,Yes,Yes,Yes,45,Female,United States of America,4-year College Degree,Art History,Firefox,84,Macintosh,1440x900,,AKK6H2YXK4RF6,3OPLMF3EU5NO94TY8XBRCOBSPWXLNC,3WAKVUDHUWG4BTMZR6R5VYHGSS5U7B,mediummap,FL_80
1/25/2021 14:12,1/25/2021 14:16,IP Address,184.2.66.228,100,234,TRUE,1/25/2021 14:16,R_2vemPFq7pfIcysP,,,,,38.12359619,-78.70950317,anonymous,EN,A2BK45LZGGWPLX,TRUE,TRUE,TRUE,Yes,Yes,Yes,64,Female,United States of America,Doctoral Degree,physics,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2BK45LZGGWPLX,3OPLMF3EU5NO94TY8XBRCOBSPWXLNC,3CFJTT4SXTQZ22RZXP2RCVT5YXJ7IH,easyfov,FL_77
1/25/2021 14:12,1/25/2021 14:18,IP Address,24.252.82.248,100,402,TRUE,1/25/2021 14:18,R_1DIS212t5Fj50ki,,,,,29.93170166,-90.1026001,anonymous,EN,A2R75YFKVALBXE,TRUE,TRUE,TRUE,Yes,Yes,Yes,70,Male,United States of America,Masters Degree,Clinical Social Work,Firefox,84,Macintosh,1440x900,,A2R75YFKVALBXE,3AFT28WXLF241OL4O9ERZXJ5Y28OIG,3D8YOU6S9EKL7T8U8WMDPKHKXHLU6C,mediumfov,FL_79
1/25/2021 14:13,1/25/2021 14:20,IP Address,73.223.196.37,100,377,TRUE,1/25/2021 14:20,R_11d80gBFExWn8qM,,,,,37.77029419,-122.4407043,anonymous,EN,A1P3HHEXWNLJMP,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,4-year College Degree,business economics,Chrome,88.0.4324.104,Windows NT 6.1,2560x1440,,A1P3HHEXWNLJMP,3EGKVCRQFWS68UB0OMV8F1DUHMNBY5,3VSOLARPKB9OQIX9RJTOMLIMA5A93V,hardmap,FL_82
1/25/2021 14:05,1/25/2021 14:21,IP Address,76.184.199.138,100,931,TRUE,1/25/2021 14:21,R_1EWdv1WSJuUWGYG,,,,,33.19760132,-96.61779785,anonymous,EN,A2CWA5VQZ6IWMQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Male,United States of America,4-year College Degree,Philosophy,Edge,84.0.522.52,Windows NT 10.0,1280x720,,A2CWA5VQZ6IWMQ,3AFT28WXLF241OL4O9ERZXJ5Y28OIG,39GAF6DQWR0QDMWX7GK1QASM3DF1VB,hardfov,FL_81
1/25/2021 14:17,1/25/2021 14:21,IP Address,107.192.158.79,100,231,TRUE,1/25/2021 14:21,R_2S6J2Nts8X92qAF,,,,,32.82659912,-96.7888031,anonymous,EN,A2PLJREKV92BZN,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,4-year College Degree,Finance,Chrome,87.0.4280.141,Macintosh,1920x1200,,A2PLJREKV92BZN,3EGKVCRQFWS68UB0OMV8F1DUHMNBY5,3NS0A6KXC484QLRAQWU7I39OTD3ZG8,easymap,FL_78
